English,Hindi,Santali
"We need to sow seed on time in the field, because having a bug at the right time is better than harvesting.","खत म समय पर बज बन आवशयक ह, कयक सह समय पर बवई हन स फसल क पदवर बहतर हत ह","ᱵᱟᱹᱫ ᱨᱮ ᱚᱠᱛᱚ ᱨᱮ ᱡᱟᱝ ᱨᱚᱦᱚᱭ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ, ᱪᱮᱫᱟᱜ ᱥᱮ ᱚᱠᱛᱚ ᱨᱮ ᱨᱚᱦᱚᱣ ᱞᱮᱱᱠᱷᱟᱱ ᱟᱨᱡᱟᱣ ᱟᱨᱦᱚᱸ ᱵᱷᱟᱜᱮ ᱦᱩᱭᱩᱜᱼᱟ"
Shiva is always deep in mind.,शव हमश गहर धयन म हत ह,ᱥᱷᱤᱣ ᱥᱟᱨᱟ ᱠᱷᱚᱱ ᱜᱟᱹᱦᱤᱨ ᱫᱷᱮᱭᱟᱱ ᱨᱮᱭ ᱛᱟᱦᱮᱱᱟ
Close smart lamp in the den,मद म समरट लप बद कर,ᱰᱟᱸᱰᱟ ᱨᱮ ᱥᱢᱟᱨᱴ ᱞᱮᱢᱯ ᱵᱚᱱᱫᱚᱭ ᱢᱮ
"The farmers have in their food grain, straw, and green grass to keep the animals healthy.","पशओ क सवसथ रखन क लए कसन उनक खन म दन, भस और हर घस क सतलन रखत ह","ᱡᱤᱭᱟᱹᱞᱤ ᱠᱚᱣᱟᱜ ᱦᱚᱲᱢᱚ ᱱᱟᱯᱟᱭ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱹᱥᱤ ᱠᱚ ᱩᱱᱠᱩᱣᱟᱜ ᱡᱚᱢᱟᱜ ᱨᱮ ᱡᱟᱝ, ᱛᱟᱥᱟᱫ ᱟᱨ ᱦᱟᱹᱨᱭᱟᱹᱲ ᱛᱟᱥᱟᱫ ᱨᱮᱭᱟᱜ ᱥᱚᱢᱟᱱ ᱠᱚ ᱫᱚᱦᱚᱭᱟ"
"When the rain is enough, the pools and wells are filled, and farmers dont have to worry about the whole weather.","जब वरष परयपत मतर म हत ह, त तलब और कए भर जत ह और कसन क पर मसम भर सचई क चत नह करन पडत","ᱡᱚᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱫᱟᱜ ᱡᱟᱹᱲᱤ ᱦᱩᱭᱩᱜᱼᱟ, ᱛᱚᱠᱷᱚᱱ ᱯᱩᱠᱷᱨᱤ ᱟᱨ ᱠᱩᱧ ᱯᱮᱨᱮᱡᱚᱜᱼᱟ ᱟᱨ ᱪᱟᱹᱥᱤ ᱠᱚ ᱜᱚᱴᱟ ᱨᱤᱛᱩ ᱨᱮ ᱫᱟᱜ ᱯᱟᱴᱟᱣ ᱵᱟᱨᱮᱛᱮ ᱵᱟᱭ ᱪᱤᱱᱛᱟᱹ ᱦᱩᱭᱩᱜᱼᱟ"
India had freedom this day from British rule.,इस दन 1947 म भरत क बरटश शसन स सवततरत परपत हई थ,᱑᱙᱔᱗ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱱᱚᱣᱟ ᱢᱟᱦᱟ ᱨᱮ ᱵᱷᱟᱨᱚᱛ ᱵᱨᱤᱴᱤᱥ ᱥᱟᱥᱚᱱ ᱠᱷᱚᱱ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱮ ᱧᱟᱢ ᱞᱮᱫᱟ
Prime Minister Rejoicing would like to say something!,परधनमतर आनद कछ कहन चहग!,ᱢᱩᱲᱩᱫ ꯃꯟꯇ ꯔᱟᱱᱚᱱᱫᱚ ᱠᱤᱪᱷᱩ ᱞᱟᱹᱭ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱱᱟ
"Although they came here and disappeared, there is always a little lower, but there must have been 222 degrees Fahrenheit 22 C. rain.",हलक यह पहचकर मनसन गयब ह जत ह इसलए यह हमश कम हत ह लकन फर भ २२२ मलमटर वरष अब तक हन चहए थ,"ᱮᱱᱛᱮ ᱨᱮᱦᱚᱸ ᱱᱚᱸᱰᱮ ᱥᱮᱴᱮᱨ ᱠᱟᱛᱮ ᱢᱳᱣᱥᱩᱢᱤ ᱦᱚᱭ ᱟᱫᱚᱜ ᱠᱟᱱᱟ, ᱚᱱᱟᱛᱮ ᱱᱚᱸᱰᱮ ᱥᱟᱨᱟ ᱜᱷᱟᱹᱲᱤ ᱠᱚᱢ ᱦᱚᱭᱩᱜ ᱠᱟᱱᱟ, ᱢᱮᱱᱠᱷᱟᱱ ᱱᱤᱛ ᱫᱷᱟᱹᱵᱤᱡ ᱒᱒᱒ ᱢᱤᱞᱤᱢᱤᱴᱟᱨ ᱫᱟᱜᱡᱟᱹᱲᱤ ᱞᱟᱹᱠᱛᱤ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ"
"During the discovery of a flowery flower, he saw an old apes lying on a road, with a long tail extending across the region.","सगधक फल क खज क दरन भम न दख क एक बढ वनर रसत म पड हआ ह, जसक लब पछ पर कषतर म फल हई थ","ᱥᱳᱜᱚᱱᱫᱷᱤᱠᱟ ᱵᱟᱦᱟ ᱯᱟᱱᱛᱮ ᱚᱠᱛᱮ ᱵᱷᱤᱢ ᱰᱟᱦᱟᱨ ᱨᱮ ᱢᱤᱫᱴᱮᱱ ᱦᱟᱲᱟᱢ ᱦᱟᱺᱲᱩ ᱮ ᱧᱮᱞ ᱠᱮᱫᱮᱭᱟ, ᱡᱟᱦᱟᱭᱟᱜ ᱡᱮᱞᱮᱧ ᱯᱩᱧᱪᱤ ᱜᱚᱴᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱯᱟᱥᱱᱟᱣ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ"
Weve chosen a price.,"सह क ओर हमन चन ल ह....... लजए, अब हम दम सन लत ह","ᱥᱟᱦᱩ ᱥᱮᱱ ᱟᱞᱮ ᱞᱮ ᱵᱟᱪᱷᱟᱣ ᱠᱮᱫᱟ ......... ᱱᱮ, ᱱᱤᱛᱚᱜ ᱟᱞᱮ ᱫᱚᱨ ᱞᱮ ᱟᱧᱡᱚᱢ ᱞᱮᱜᱮ"
Paves and kings are two hills. They love peoples heart.,पवस परपत और रजत परपत द झरन हय लग क मन मह लत ह,ᱯᱟᱣᱟᱥ ᱦᱩᱫᱽᱦᱩᱫᱤ ᱟᱨ ᱥᱤᱞᱵᱷᱟᱨ ᱦᱩᱫᱽᱦᱩᱫᱤ ᱫᱚ ᱵᱟᱨᱭᱟ ᱦᱩᱫᱽᱦᱩᱫᱤ ᱠᱟᱱᱟ ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱢᱚᱱ ᱮ ᱨᱤᱡᱷᱟᱹᱣ ᱮᱫᱟ
"When the rain increased in the village, the farmer cleaning the trees so that the water could come out and not harm the harvest.","जब गव म वरष अधक ह जत ह, त कसन खत क नलय क सफई करत ह तक पन नकस ह सक और फसल क नकसन न पहच","ᱡᱚᱠᱷᱚᱱ ᱟᱹᱛᱩ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱫᱟᱜ ᱡᱟᱹᱲᱤ ᱦᱩᱭᱩᱜᱼᱟ, ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱹᱫᱽ ᱨᱮᱭᱟᱜ ᱱᱟᱹᱞᱤ ᱠᱚ ᱥᱟᱯᱷᱟᱭᱟ ᱡᱟᱦᱟᱸᱛᱮ ᱫᱟᱜ ᱚᱰᱚᱠᱚᱜᱼᱟ ᱟᱨ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱠᱷᱚᱛᱤ ᱵᱟᱝ ᱦᱩᱭᱩᱜᱼᱟ"
Hes nearly in his ears.,नकट? वह उसक कन म अपन जबन ह.,ᱥᱩᱨ ᱨᱮ? ᱩᱱᱤᱭᱟᱜ ᱞᱩᱛᱩᱨ ᱨᱮ ᱟᱡᱟᱜ ᱞᱟᱪᱷᱟ ᱢᱮᱱᱟᱜᱼᱟ
"For protection in the fields, farmers take the proper measures of farming and harvesting, to remain food elements in the soil.","खत म मद सरकषण क लए कसन जतई और कटई क सह तरक अपनत ह, तक मटट म पषक ततव बन रह","ᱪᱟᱥᱵᱟᱥ ᱟᱨ ᱡᱚᱢᱟᱜ ᱡᱚᱜᱟᱣ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱛᱷᱟᱛ ᱦᱚᱨᱟ ᱠᱚ ᱦᱟᱛᱟᱣᱟ, ᱡᱟᱦᱟᱸᱛᱮ ᱦᱟᱥᱟ ᱨᱮ ᱯᱩᱥᱴᱤ ᱡᱤᱱᱤᱥ ᱠᱚ ᱛᱟᱦᱮᱸᱱᱟ"
He made online friends with women and encouraged them to invest in various business activities on a wide scale after they believed them.,उनहन महलओ क सथ ऑनलइन दसत क और उनक वशवस हसल करन क बद उनह बड पमन पर वभनन वयपरक उपकरम म नवश क लए परतसहत कय,ᱩᱱᱤ ᱫᱚ ᱚᱱᱞᱟᱭᱤᱱ ᱨᱮ ᱛᱤᱨᱞᱟᱹ ᱠᱚ ᱥᱟᱶ ᱜᱟᱛᱮᱭ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱟᱨ ᱩᱱᱠᱩᱣᱟᱜ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱧᱟᱢ ᱛᱟᱭᱚᱢ ᱟᱭᱢᱟ ᱞᱮᱠᱟᱱ ᱵᱮᱯᱟᱨᱟᱱ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱨᱮ ᱵᱤᱱᱤᱭᱳᱜ ᱞᱟᱹᱜᱤᱫ ᱩᱫᱽᱜᱟᱹᱣ ᱮ ᱮᱢ ᱞᱮᱫᱟ
This school has come into debate several times.,यह वदयलय कई बर ववद म आय ह,ᱱᱚᱶᱟ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱫᱚ ᱟᱹᱰᱤᱫᱷᱟᱹᱣ ᱵᱤᱵᱟᱹᱫᱽ ᱨᱮ ᱦᱮᱡ ᱟᱠᱟᱱᱟ
Some of the livestock also worked like a swimming pool on their cattle.,कछ खनबदश अपन जनवर पर समन क ढलई क कम भ करत थ,ᱠᱤᱪᱷᱩ ᱡᱟᱡᱟᱵᱚᱨ ᱟᱠᱚᱨᱮᱱ ᱡᱤᱭᱟᱹᱞᱤ ᱠᱚ ᱪᱮᱛᱟᱱ ᱫᱩᱨᱤᱵᱽ ᱥᱟᱜᱟᱲᱚᱢ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱢᱤ ᱦᱚᱸᱠᱚ ᱠᱚᱨᱟᱣ ᱛᱟᱦᱮᱸ
"EPILUGUCY ON THE HUCHUCUCHARON KENENASON KENCHANN, ON THE HAND DANCY OF Congress, Central Home Minister ARCHOMARCH ARCHOMCKHOCK, A SCHRCHCKHCKCKHOCKOCKHCKHCKHOCK OF Delhi, THE HURCHCHOCHOCKOCKOCKHO, THE HURCKHOCKlCKlCH, A SCHRCHRCHRCKlCKlCK OF D.","यपए चयरपरसन सनय गध, कगरस महसचव परयक गध वडर सहत कगरस क शरष सतर क नत, कदरय गह मतर अमत शह, दलल क मखयमतर अरवद कजरवल, दलल क उप मखयमतर मनष ससदय, मतर सतयदर जन भ दकषत क अतम ससकर म मजद थ","ᱭᱩ ᱯᱤ ᱮ ᱨᱮᱱ ᱪᱮᱭᱟᱨ ᱯᱟᱨᱥᱚᱱ ᱥᱳᱱᱤᱭᱟ ᱜᱟᱱᱫᱷᱤ, ᱠᱚᱝᱜᱨᱮᱥ ᱨᱮᱱ ᱢᱚᱦᱟᱥᱚᱪᱤᱵ ᱯᱨᱤᱭᱟᱝᱠᱟ ᱜᱟᱱᱫᱷᱤ ᱵᱷᱟᱫᱨᱟ ᱥᱟᱶᱛᱮ ᱠᱚᱝᱜᱨᱮᱥ ᱨᱮᱱ ᱪᱮᱛᱟᱱ ᱛᱷᱟᱨ ᱨᱮᱱ ᱱᱮᱛᱟ ᱠᱚ, ᱛᱟᱞᱢᱟ ᱥᱩᱯᱩᱨ ᱢᱚᱱᱛᱨᱤ ᱚᱢᱤᱛ ᱥᱟᱦᱚ, ᱫᱤᱞᱞᱤ ᱨᱮᱱ ᱥᱤᱨᱟᱹ ᱢᱚᱱᱛᱨᱤ ᱚᱨᱵᱤᱱᱫᱚ ᱠᱮᱨᱤᱣᱟᱞ, ᱫᱤᱞᱞᱤ ᱨᱮᱱ ᱡᱚᱜᱚ ᱥᱤᱨᱟᱹ ᱢᱚᱱᱛᱨᱤ ᱢᱚᱱᱤᱥ ᱥᱤᱥᱳᱫᱤᱭᱟ, ᱢᱚᱱᱛᱨᱤ ᱥᱚᱛᱭᱮᱱᱫᱨᱚ ᱡᱳᱭᱱᱚ ᱦᱚᱸ ᱫᱤᱠᱠᱷᱤᱛ ᱟᱜ ᱢᱩᱪᱟᱹᱫ ᱟᱠᱷᱲᱟ ᱨᱮ ᱥᱮᱞᱮᱫ ᱞᱮᱱᱟᱭ"
"Take that, whatever you get, give it to me later","ल जओ, ज कछ लन ह, पस बद म द दन","ᱤᱫᱤ ᱢᱮ , ᱡᱟᱸᱦᱟᱸᱜᱮᱢ ᱦᱟᱛᱟᱣᱟ, ᱛᱟᱭᱚᱢ ᱛᱮ ᱠᱟᱹᱣᱰᱤ ᱮᱢᱚᱜ ᱢᱮ"
Nearly 15 of Indias population lives in coherent gulls.,भरत क लगभग 15 जनसखय coastal जल म रहत ह,ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱦᱚᱲᱞᱮᱠᱷᱟ ᱯᱨᱟᱭ ᱑᱕ ᱥᱟᱹᱢᱩᱫ ᱟᱲᱮ ᱦᱚᱱᱚᱛ ᱨᱮᱠᱚ ᱜᱤᱨᱟᱹᱵᱟᱥᱚᱜᱼᱟ
How many three are available in the second century C.E.,सततईस म कतन तन उपलबध ह,᱒᱐᱐᱗ ᱨᱮ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱧᱟᱢᱚᱜᱼᱟ
"Despite the hypnotical image, sensorship is common in Dubai and the material for use by the government is that it believes that it violates the cultural and political nature of Mismism.","दबई दखवट छव क बवजद, ससरशप दबई म आम ह और सरकर दवर उपयग क लए समगर ह क यह एमरतस क ससकतक और रजनतक सवदनशलत क मनन ह क नयतरण क उललघन करत ह समलगकत, डरगस और वकस क सदधत क आम तर पर वरजत मन जत ह .96","ᱫᱩᱵᱟᱭ ᱨᱮᱱᱟᱜ ᱧᱮᱞᱟᱱ ᱪᱤᱛᱟᱹᱨ ᱛᱟᱦᱮᱱ ᱛᱩᱞᱩᱡᱽ ᱦᱚᱸ, ᱥᱮᱱᱥᱚᱨᱥᱤᱯ ᱫᱩᱵᱟᱭ ᱨᱮ ᱟᱹᱰᱤᱜᱟᱱ ᱪᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱥᱚᱨᱠᱟᱨ ᱫᱟᱨᱟᱭ ᱛᱮ ᱵᱮᱣᱦᱟᱨᱚᱜ ᱠᱟᱱ ᱥᱟᱯᱟᱵ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱮᱢᱤᱨᱮᱴᱤᱥ ᱨᱮᱱᱟᱜ ᱞᱟᱠᱪᱟᱨ ᱟᱨ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱥᱚᱝᱵᱮᱫᱚᱱᱥᱤᱞ ᱠᱚᱣᱟᱜ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱞᱮᱠᱟᱛᱮ ᱥᱟᱢᱲᱟᱣ ᱮ ᱵᱟᱹᱲᱤᱡ ᱟᱠᱟᱫᱟ ᱥᱚᱢᱚᱠᱟᱢᱤᱛᱟ, ᱱᱤᱥᱟᱹ ᱟᱨ ᱩᱛᱱᱟᱹᱣ ᱨᱮᱱᱟᱜ ᱱᱤᱛᱤ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱᱛᱚ ᱴᱮᱵᱩᱱ ᱢᱮᱱᱛᱮ ᱠᱚ ᱢᱚᱱᱮᱭᱟ"
Im sorry.,ममझ कषम ह!,ᱤᱧ ᱤᱠᱟᱹ ᱠᱟᱹᱱᱟᱹᱧ !
Nothing does.,कछ नह करत ह,ᱪᱮᱫ ᱦᱚᱸ ᱵᱟᱝ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ
The farmer returns from Mandi to his own expense and income to ensure that the farming plan is done properly.,कसन मड स लटकर अपन खरच और कमई क हसब रखत ह तक खत क यजन ठक स बनई ज सक,ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱡᱟᱨ ᱠᱷᱚᱱ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡ ᱠᱟᱛᱮ ᱟᱠᱚᱣᱟᱜ ᱠᱷᱚᱨᱚᱪ ᱟᱨ ᱟᱨᱡᱟᱣ ᱨᱮᱭᱟᱜ ᱦᱤᱥᱟᱹᱵ ᱠᱚ ᱫᱚᱦᱚᱭᱟ ᱡᱟᱦᱟᱸᱛᱮ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱩᱭᱦᱟᱹᱨ ᱵᱷᱟᱵᱽᱱᱟ ᱱᱟᱯᱟᱭ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ
She calls on her phone.,वह अपन फन पर कल लगत ह.,ᱩᱱᱤ ᱟᱡᱟᱜ ᱯᱷᱚᱱ ᱨᱮ ᱯᱷᱚᱱ ᱮᱫᱟᱭ
Ravana was being burned in TV.,ट.व म रवण क जलय ज रह थ,ᱴᱤ.ᱵᱤᱹ ᱨᱮ ᱨᱟᱵᱚᱱ ᱠᱚ ᱨᱟᱯᱟᱜ ᱮ ᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ
"One day, when the Son was walking in the garden, he saw a wounded sickle, and set an arrow in his flesh.","एक दन सदधरथ न बगच म घमत समय एक घयल हस क दख, उसक शरर म तर लग थ","ᱢᱤᱫ ᱫᱤᱱ ᱥᱤᱫᱽᱫᱷᱟᱨᱛᱷᱚ ᱵᱟᱜᱽᱣᱟᱱ ᱨᱮ ᱫᱟᱸᱲᱟ ᱚᱠᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱜᱷᱟᱹᱞ ᱟᱠᱟᱱ ᱦᱟᱸᱥ ᱮ ᱧᱮᱞ ᱠᱮᱫᱮᱭᱟ, ᱩᱱᱤᱭᱟᱜ ᱦᱚᱲᱢᱚ ᱨᱮ ᱥᱟᱨ ᱛᱮ ᱵᱟᱡᱟᱣ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ"
The Indian people in the 36th century hold the traditional feast with the national dance and song.,छततसगढ म आदवस लग लक नतय और गत क सथ परपरक भज क आयजन करत ह,ᱪᱷᱚᱛᱛᱤᱥᱜᱚᱲ ᱨᱮᱱ ᱟᱹᱫᱤᱵᱟᱹᱥᱤ ᱦᱚᱲ ᱠᱚ ᱦᱚᱲ ᱮᱱᱮᱡ ᱟᱨ ᱥᱮᱨᱮᱧ ᱛᱟᱞᱟᱛᱮ ᱥᱮᱨᱣᱟ ᱟᱱᱟᱜ ᱵᱷᱳᱡᱽ ᱠᱚ ᱥᱟᱯᱲᱟᱣᱟ
"Travels and tourists, hotel industry, real estate, insurance and financial advice area.","यतर और परयटन, हटल उदयग, अचल सपतत, बम और वततय परमरश सव कषतर क अतरगत आत ह","ᱥᱟᱸᱜᱷᱟᱨ ᱟᱨ ᱥᱟᱸᱜᱷᱟᱨ, ᱦᱳᱴᱮᱞ ᱵᱤᱨᱤᱫ, ᱨᱤᱭᱮᱞ ᱮᱥᱴᱮᱴ, ᱵᱤᱢᱟ ᱟᱨ ᱠᱟᱹᱣᱰᱤ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱥᱮᱵᱟ ᱴᱚᱴᱷᱟ ᱨᱮ ᱦᱤᱡᱩᱜᱼᱟ"
They called an emergency meeting of members of the Governing Body and security agencies in the Governing Body.,उनहन गवरनमट हउस म मतरमडल क सदसय और सरकष एजसय क एक आपत बठक बलई,ᱩᱱᱤ ᱫᱚ ᱥᱚᱨᱠᱟᱨᱤ ᱚᱲᱟᱜ ᱨᱮ ᱢᱚᱱᱛᱨᱤ ᱥᱚᱵᱷᱟ ᱨᱮᱱ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱠᱚ ᱟᱨ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱥᱮᱢᱞᱮᱫ ᱠᱚᱣᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱡᱟᱹᱨᱩᱲᱟᱱ ᱫᱩᱯᱲᱩᱵ ᱮ ᱦᱚᱦᱚ ᱞᱮᱫᱟ
The king delivered the big boy to Rajasthan.,रज न बड लडक क रजयपट सप दय,ᱨᱟᱡᱟ ᱨᱟᱡᱽᱯᱟᱴ ᱢᱟᱨᱟᱝ ᱠᱚᱲᱟ ᱴᱷᱮᱱᱮ ᱪᱟᱞ ᱟᱫᱮᱭᱟ
Make a list of names from Sumis grandmother to Adam.,सम क नन स लकर मनष तक क नम क सच बनओ,ᱥᱩᱢᱤ ᱨᱮᱱ ᱟᱭᱳ ᱠᱷᱚᱱ ᱢᱚᱱᱤᱥ ᱦᱟᱹᱵᱤᱡ ᱧᱩᱛᱩᱢ ᱨᱮᱱᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱛᱟᱹᱞᱤᱠᱟ ᱵᱮᱱᱟᱣ ᱢᱮ
"If rural young farming industry start, theyll get employment in the village alone and lose out on the problem of flight.","यद गरमण यव कष आधरत लघ उदयग शर कर, त उनह गव म ह रजगर मलग और पलयन क समसय कम हग","ᱡᱩᱫᱤ ᱟᱹᱛᱩ ᱨᱮᱱ ᱡᱩᱣᱟᱹᱱ ᱠᱚ ᱪᱟᱥ ᱪᱮᱛᱟᱱ ᱴᱮᱦᱟᱴ ᱠᱟᱛᱮ ᱦᱩᱰᱤᱧ ᱵᱤᱨᱤᱫ ᱠᱚ ᱮᱛᱚᱦᱚᱵᱼᱟ, ᱮᱱᱠᱷᱟᱱ ᱩᱱᱠᱩ ᱟᱹᱛᱩ ᱨᱮᱜᱮ ᱠᱟᱹᱢᱤ ᱠᱚ ᱧᱟᱢᱼᱟ ᱟᱨ ᱮᱴᱟᱜ ᱫᱤᱥᱚᱢ ᱪᱟᱞᱟᱣ ᱨᱮᱭᱟᱜ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱠᱚᱢᱚᱜᱼᱟ"
The animals carry them in the morning to the pasture.,पशपलक जनवर क सबहशम चरगह म ल जत ह,ᱡᱤᱭᱟᱹᱞᱤ ᱟᱹᱥᱩᱞᱤᱭᱟᱹ ᱠᱚ ᱥᱮᱛᱟᱜ ᱟᱨ ᱥᱤᱸᱜᱟᱹᱲ ᱡᱤᱭᱟᱹᱞᱤᱠᱚ ᱟᱹᱛᱩ ᱨᱮᱠᱚ ᱤᱫᱤ ᱠᱚᱣᱟ
"Any disease is found in time by the regular health of the cows and the sheep, and can be healed.",गय और भड क नयमत सवसथय जच स कस भ रग क पत समय पर चलत ह और उनह ठक कय ज सकत ह,ᱰᱟᱹᱝᱜᱽᱨᱤ ᱟᱨ ᱵᱷᱤᱰᱤ ᱠᱚᱣᱟᱜ ᱞᱮᱛᱟᱲ ᱜᱮ ᱦᱚᱲᱢᱚ ᱥᱟᱣᱟᱨ ᱵᱤᱰᱟᱹᱣ ᱛᱟᱞᱟᱛᱮ ᱡᱟᱦᱟᱸ ᱞᱮᱠᱟᱱ ᱟᱡᱟᱨ ᱚᱠᱛᱚ ᱨᱮ ᱪᱤᱱᱦᱟᱹᱣᱚᱜᱼᱟ ᱟᱨ ᱚᱱᱟ ᱠᱚ ᱴᱷᱤᱠ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ
"When sold crops in Madagascar, when theyre clean and clean, the faith of the buyers grows.","कसन जब मड म फसल बचत समय सफसथर वयवहर रखत ह, त खरदर क वशवस बढत ह","ᱪᱟᱹᱥᱤ ᱠᱚ ᱡᱚᱠᱷᱚᱱ ᱢᱟᱱᱰᱤ ᱨᱮ ᱟᱱᱟᱡᱽ ᱟᱹᱠᱷᱨᱤᱧ ᱚᱠᱛᱚ ᱥᱟᱯᱷᱟᱼᱥᱟᱯᱷᱤ ᱵᱮᱣᱦᱟᱨ ᱠᱚ ᱫᱚᱦᱚᱭᱟ, ᱛᱚᱠᱷᱚᱱ ᱠᱤᱨᱤᱧᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱵᱟᱹᱲᱛᱤᱜᱼᱟ"
"Suddenly, they are told to farmers by the cool weather rescue department.",अचनक आए ठड मसम स बचव क उपय कष वभग दवर कसन क बतए जत ह,ᱪᱟᱥ ᱛᱷᱚᱱᱚᱛ ᱦᱚᱛᱮᱛᱮ ᱟᱪᱠᱟ ᱨᱮᱭᱟᱲ ᱦᱚᱭᱼᱦᱤᱥᱤᱫ ᱠᱷᱚᱱ ᱵᱟᱧᱪᱟᱣ ᱨᱮᱭᱟᱜ ᱩᱯᱟᱹᱭ ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱰᱟᱭ ᱦᱚᱪᱚ ᱠᱚᱣᱟ
The farmers are selling fruit and vegetables in the market for the right price.,कसन बजर म तज फल और सबजय क बकर करक सह दम परपत कर रह ह,ᱪᱟᱹᱥᱤ ᱠᱚ ᱵᱟᱡᱟᱨ ᱨᱮ ᱦᱮᱲᱮᱢ ᱡᱚ ᱟᱨ ᱟᱲᱟᱜ ᱥᱟᱠᱟᱢ ᱠᱚ ᱟᱹᱠᱷᱨᱤᱧ ᱠᱟᱛᱮ ᱱᱟᱯᱟᱭ ᱜᱚᱱᱚᱝ ᱠᱚ ᱧᱟᱢ ᱮᱫᱟ
"The government has set up a mobile EVPVOOE to inform farmers about weather information and market conditions, so that they can make the right decision and avoid harm.","सरकर न कसन क मसम क जनकर और बजर क भव क बर म सचन दन क लए मबइल एपलकशन शर क ह, जसस व सह नरणय ल सक और नकसन स बच सक","ᱥᱚᱨᱠᱟᱨ ᱫᱚ ᱢᱳᱵᱟᱭᱤᱞ ᱮᱯᱞᱤᱠᱮᱥᱚᱱ ᱠᱚ ᱮᱛᱚᱦᱚᱵ ᱟᱠᱟᱫᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱵᱤᱨᱤᱫ ᱠᱚ ᱦᱚᱭᱦᱤᱥᱤᱫ ᱨᱮᱭᱟᱜ ᱰᱚᱜᱚᱨ ᱟᱨ ᱵᱤᱨᱤᱫ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱠᱚ ᱞᱟᱹᱭ ᱥᱚᱫᱚᱨᱼᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱩᱱᱠᱩ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱠᱟᱛᱷᱟ ᱠᱚ ᱦᱟᱛᱟᱣ ᱫᱟᱲᱮᱹᱭᱟᱜᱼᱟ ᱟᱨ ᱜᱷᱟᱹᱞ ᱠᱷᱚᱱ ᱵᱟᱧᱪᱟᱣ ᱫᱟᱲᱮᱹᱭᱟᱜᱼᱟ"
